,beds,baths,size,zip_code,price
1355,3,2.5,1880,98106,725000
1356,2,2.0,995,98144,850000
1357,1,1.0,568,98104,330000
1358,2,3.0,1226,98144,589990
1359,2,1.0,730,98105,25000000
1360,4,2.0,1500,98133,947000
1361,3,2.0,2080,98108,800000
1362,3,3.0,1425,98177,819950
1363,4,2.5,3840,98177,2195000
1364,4,3.0,2074,98126,812500
1365,5,3.0,3556,98115,2250000
1366,1,1.0,1100,98107,745000
1367,2,1.0,730,98106,545000
1368,4,2.0,1170,98178,390000
1369,4,3.0,2240,98118,625000
1370,4,2.0,1750,98115,855000
1371,2,2.0,1695,98126,1150000
1372,5,3.0,2480,98117,1135000
1373,4,2.5,1420,98103,760000
1374,2,1.0,990,98133,474000
1375,2,1.0,1520,98117,820000
1376,5,2.0,2100,98108,599950
1377,3,3.0,1740,98136,1010000
1378,2,2.0,1760,98108,750000
1379,2,2.0,1021,98101,981250
1380,4,3.5,3018,98103,1795000
1381,2,1.5,1024,98115,495000
1382,1,1.0,945,98109,385000
1383,2,1.0,2380,98108,640000
1384,5,5.0,3810,98177,1180000
1385,2,2.5,1048,98112,899000
1386,3,1.5,1610,98122,1106000
1387,1,1.0,701,98115,315000
1388,4,2.5,2213,98107,1075000
1389,2,2.0,1071,98119,719000
1390,2,1.0,850,98107,813000
1391,3,3.0,1280,98103,900000
1392,3,1.0,980,98119,700000
1393,4,3.5,3840,98118,1250000
1394,2,2.0,1006,98112,650000
1395,4,2.0,1450,98109,1185000
1396,4,2.0,2140,98136,960000
1397,4,3.0,2480,98103,1605000
1398,5,2.0,2420,98117,960000
1399,3,4.5,1760,98109,1440000
1400,2,2.0,1170,98144,624999
1401,3,2.0,1730,98125,910000
1402,1,1.0,376,98199,1000000
1403,1,1.0,636,98102,450000
1404,3,2.0,1940,98107,895000
1405,4,2.5,3400,98112,2100000
1406,3,2.0,1360,98125,830000
1407,2,2.0,875,98116,656500
1408,6,2.0,2230,98118,700000
1409,5,2.0,4190,98119,2300000
1410,3,2.5,2220,98117,1167500
1411,2,1.0,830,98117,450000
1412,3,2.5,2090,98108,820000
1413,3,1.0,1210,98119,795000
1414,2,1.0,691,98102,998000
1415,3,2.5,1820,98118,690000
1416,4,2.5,3105,98115,1040000
1417,4,2.0,1680,98178,517500
1418,3,2.0,2495,98105,1250000
1419,5,3.0,2450,98144,1270000
1420,4,2.0,2787,98122,1207000
1421,5,3.5,3310,98102,1637500
1422,2,2.0,1699,98109,640000
1423,5,4.0,3180,98105,2100000
1424,5,2.5,3350,98126,1275000
1425,2,2.0,1365,98122,799000
1426,3,3.0,1660,98117,1200000
1427,3,1.5,1880,98118,489000
1428,1,1.0,580,98102,395000
1429,3,2.0,1270,98146,590000
1430,3,1.0,860,98125,699000
1431,1,1.0,580,98122,475000
1432,3,3.5,1840,98117,1025000
1433,1,1.0,615,98199,315000
1434,5,3.0,2140,98125,850000
1435,2,2.0,1437,98122,969950
1436,2,1.5,1390,98107,759950
1437,2,1.5,870,98115,700000
1438,5,4.5,2840,98112,500000
1439,3,2.0,2260,98107,877000
1440,2,2.0,886,98116,660000
1441,1,1.0,505,98102,325000
1442,2,1.0,1048,98121,760000
1443,4,2.0,1800,98117,1100000
1444,2,2.0,1390,98116,954500
1445,3,2.5,2600,98136,1475000
1446,4,2.0,2640,98168,780000
1447,2,1.5,1020,98102,765000
1448,3,3.0,2630,98115,1130000
1449,4,3.5,2910,98144,1865000
1450,3,2.0,1580,98116,1000000
1451,2,1.0,885,98105,389000
1452,3,2.0,2100,98116,1325000
1453,4,2.0,2010,98105,1250000
1454,4,2.0,1480,98126,830000
1455,3,2.0,1560,98117,1180000
1456,1,1.0,889,98121,648888
1457,1,1.0,664,98102,322000
1458,2,2.0,804,98107,465600
1459,4,2.0,2080,98105,975000
1460,2,1.0,910,98117,800000
1461,3,2.5,1620,98106,875100
1462,3,3.5,1970,98105,868500
1463,3,2.0,1720,98116,869000
1464,4,2.0,1545,98103,1253000
1465,3,2.5,1710,98115,1190000
1466,1,2.0,1141,98122,699950
1467,2,3.0,1276,98106,520000
1468,2,1.5,1978,98118,858000
1469,2,1.0,1060,98125,700000
1470,5,3.5,3220,98103,820000
1471,4,2.0,1170,98168,530000
1472,3,2.0,1770,98118,660000
1473,2,2.0,1420,98107,690000
1474,4,2.5,2980,98125,1445000
1475,4,1.5,1630,98133,734950
1476,1,1.0,743,98102,522250
1477,2,1.0,680,98125,625000
1478,2,1.0,900,98168,409050
1479,1,1.0,635,98121,380000
1480,5,3.5,3400,98109,3340000
1481,3,2.0,1300,98103,735000
1482,2,2.0,1094,98122,675000
1483,3,2.5,1763,98117,1125000
1484,2,1.0,940,98118,550000
1485,3,2.5,1820,98103,990000
1486,1,1.0,650,98121,468000
1487,2,2.0,1200,98122,705000
1488,3,2.0,1939,98109,1070000
1489,4,2.0,1780,98117,1181500
1490,3,2.0,2370,98119,1180000
1491,2,2.5,1411,98117,830000
1492,2,1.0,512,98103,312000
1493,4,2.5,2360,98199,1750000
1494,3,2.0,2630,98117,1290000
1495,5,3.0,2700,98119,1025000
1496,1,1.0,605,98103,370000
1497,2,1.0,767,98136,349950
1498,2,1.0,1015,98102,650000
1499,2,2.0,1245,98168,330000
1500,1,1.0,513,98121,315000
1501,1,1.0,780,98106,500000
1502,4,3.0,2050,98136,920000
1503,2,2.0,1060,98117,650000
1504,2,2.0,950,98117,705000
1505,3,1.5,1870,98168,500000
1506,3,2.5,1060,98117,765000
1507,3,2.5,1860,98103,1025000
1508,3,1.5,1420,98117,980000
1509,3,1.0,1390,98144,850000
1510,3,2.0,1096,98117,874500
1511,3,1.0,1100,98106,468000
1512,3,1.0,1010,98178,475000
1513,3,3.5,1730,98117,975000
1514,2,1.5,1480,98118,948800
1515,3,2.0,1890,98106,700000
1516,4,2.0,2500,98144,972500
1517,4,3.5,2840,98108,925000
1518,3,2.0,1608,98103,732000
1519,2,2.5,1701,98112,1354000
1520,1,1.0,376,98199,1000000
1521,1,2.0,1250,98116,160000
1522,3,2.5,1790,98117,1050000
1523,4,2.0,1670,98106,650000
1524,3,2.0,1640,98136,900000
1525,4,4.5,3228,98119,2050000
1526,4,2.0,1720,98118,705000
1527,4,2.0,2060,98168,575000
1528,3,2.0,1840,98115,865000
1529,4,3.5,3180,98122,2485000
1530,3,3.0,1760,98125,670000
1531,2,1.0,1350,98115,799950
1532,2,2.0,1403,98125,480000
1533,3,2.0,1740,98199,1310000
1534,3,2.0,1490,98107,900000
1535,3,3.0,2380,98199,1385000
1536,1,1.0,815,98121,465000
1537,4,3.5,2900,98125,1337000
1538,5,3.0,2370,98118,800000
1539,4,1.0,2470,98178,770000
1540,4,1.0,1740,98119,925000
1541,1,1.0,690,98133,290000
1542,5,3.5,2610,98118,915000
1543,4,3.5,2015,98116,1240000
1544,5,3.5,3880,98112,2975000
1545,4,2.0,2280,98168,625000
1546,4,3.0,2570,98105,1555000
1547,5,2.0,2740,98103,1175000
1548,2,2.0,1469,98115,900000
1549,3,2.5,2860,98126,1630000
1550,2,2.0,1479,98116,640000
1551,5,4.5,3370,98117,1975000
1552,3,1.0,1300,98109,1000000
1553,2,1.0,780,98118,675000
1554,5,6.0,6990,98103,1880000
1555,2,2.5,867,98115,679000
1556,2,2.0,1217,98199,787950
1557,3,2.5,2120,98122,1365000
1558,2,2.0,1042,98101,639000
1559,2,2.0,1163,98117,648800
1560,3,3.5,1580,98144,760000
1561,3,2.0,1740,98115,1070000
1562,4,3.0,1810,98116,1118000
1563,1,1.0,1186,98109,665000
1564,3,1.0,1177,98126,650000
1565,2,1.5,770,98116,550000
1566,4,2.0,1870,98199,1040000
1567,1,1.0,696,98115,305000
1568,3,2.5,1380,98126,523750
1569,2,1.0,1650,98106,630000
1570,3,2.0,1640,98106,700000
1571,3,3.5,1360,98103,700000
1572,3,1.0,970,98177,625000
1573,1,1.0,490,98104,250000
1574,5,2.0,2180,98122,950000
1575,4,3.5,2970,98103,2080000
1576,4,2.0,2340,98103,1800000
1577,3,3.0,1420,98115,950000
1578,3,2.5,1520,98108,818000
1579,2,2.0,1242,98122,769950
1580,4,3.0,3410,98144,1850000
1581,4,1.0,1150,98118,575000
1582,1,1.0,691,98115,321000
1583,3,2.0,1170,98144,740000
1584,3,2.0,1360,98125,850000
1585,2,2.0,1200,98125,620000
1586,4,2.0,2680,98177,950000
1587,2,1.0,670,98126,510000
1588,1,1.0,545,98122,350000
1589,3,3.5,1240,98116,690000
1590,1,1.0,700,98109,300000
1591,4,3.0,2940,98126,1250000
1592,2,2.0,1187,98115,750000
1593,4,2.0,1488,98115,750000
1594,3,1.0,970,98146,515000
1595,3,2.5,1681,98126,610000
1596,2,2.0,1144,98107,769950
1597,4,3.5,2860,98199,1657500
1598,1,1.0,773,98102,425000
1599,3,2.5,3100,98112,2610000
1600,4,3.5,2400,98103,1750000
1601,3,2.5,2920,98133,985000
1602,2,1.0,876,98116,550000
1603,5,3.0,3450,98109,1981000
1604,3,2.5,1330,98107,819999
1605,4,3.5,2440,98125,1185000
1606,3,3.5,1580,98144,950000
1607,3,2.0,2299,98199,1435000
1608,1,1.0,594,98103,360000
1609,1,1.0,475,98121,385000
1610,5,3.0,2360,98103,1240000
1611,4,3.0,1780,98117,1184000
1612,3,2.0,2250,98105,2080000
1613,2,2.0,1073,98133,429900
1614,5,3.0,1900,98118,895000
1615,5,2.5,3090,98105,1600000
1616,5,6.5,6240,98115,3122000
1617,1,1.0,573,98121,310000
1618,2,1.0,770,98115,640000
1619,1,1.0,820,98121,590000
1620,3,2.0,1622,98125,692950
1621,2,1.0,1210,98144,725000
1622,3,1.5,1240,98117,850000
1623,3,3.0,2080,98108,762000
1624,2,2.0,875,98116,625000
1625,1,1.0,597,98109,360000
1626,2,2.0,1370,98168,280000
1627,4,2.0,2425,98105,1295000
1628,4,2.5,1760,98144,925000
1629,2,2.5,994,98136,670000
1630,1,1.0,515,98109,387000
1631,3,3.5,1660,98144,765000
1632,4,2.0,1730,98126,875000
1633,5,3.0,1790,98125,964000
1634,1,1.0,715,98109,500000
1635,2,2.0,1470,98126,718000
1636,3,2.0,2440,98103,1000000
1637,4,2.0,2880,98103,1485000
1638,3,2.0,1678,98103,1160000
1639,3,2.0,1400,98117,780000
1640,6,4.5,5200,98144,3050000
1641,1,1.0,806,98102,525000
1642,4,3.0,2311,98115,1211000
1643,3,1.5,1060,98178,535000
1644,2,1.0,1150,98118,575000
1645,5,3.0,2580,98109,1500000
1646,4,3.5,3240,98105,2675000
1647,5,3.5,3710,98199,2525000
1648,4,3.5,1632,98136,825000
1649,6,7.0,4641,98112,1850000
1650,3,3.5,1846,98107,1170000
1651,2,2.0,1353,98115,770000
1652,3,2.0,1240,98117,705000
1653,2,1.0,1760,98126,550000
1654,2,3.0,1290,98199,845000
1655,1,1.5,1285,98121,1250000
1656,4,2.5,3707,98177,2100000
1657,3,2.0,1120,98106,600000
1658,6,5.0,3300,98105,3598950
1659,3,2.0,2160,98115,825000
1660,2,1.0,1440,98146,488000
1661,5,2.0,2567,98144,1550000
1662,3,2.0,1960,98103,865000
1663,3,3.5,1657,98144,847198
1664,5,3.0,2610,98109,1795000
1665,2,2.0,1213,98116,800000
1666,1,1.0,777,98146,244950
1667,3,3.5,1590,98144,899000
1668,2,2.0,1893,98115,727000
1669,3,1.5,1570,98117,975000
1670,4,3.0,2440,98199,1850000
1671,4,4.0,3463,98112,2050000
1672,2,4.5,1840,98103,1049000
1673,2,2.0,1554,98115,660000
1674,1,1.0,567,98144,451000
1675,1,1.0,665,98109,479425
1676,2,1.0,950,98144,337000
1677,2,2.0,1371,98116,1295000
1678,3,2.0,2040,98144,695000
1679,4,2.5,2780,98136,1530000
1680,5,3.5,3410,98115,1725000
1681,2,1.5,2280,98144,650000
1682,3,2.0,2100,98168,510000
1683,2,2.0,1101,98115,780000
1684,4,3.5,1964,98115,1180000
1685,3,1.5,1030,98125,739000
1686,2,2.0,1042,98144,630000
1687,3,3.5,1740,98103,1020000
1688,1,2.0,1302,98121,740000
1689,2,2.0,905,98121,670000
1690,1,1.0,460,98108,1250000
1691,3,2.0,1540,98122,900000
1692,1,1.0,656,98109,470000
1693,5,2.0,2800,98103,1200000
1694,3,3.5,2480,98122,1500000
1695,5,3.0,2170,98168,740000
1696,5,4.0,2447,98117,1500000
1697,3,2.0,2164,98117,800000
1698,2,1.0,740,98126,553500
1699,3,2.5,2080,98116,1200000
1700,2,1.0,1800,98105,25000000
1701,2,2.0,1180,98106,527000
1702,3,2.0,2020,98117,1625000
1703,3,3.5,1150,98103,625000
1704,3,2.0,1220,98107,824900
1705,2,1.0,810,98146,435000
1706,1,1.0,696,98119,400000
1707,3,3.5,2030,98122,1200000
1708,5,3.5,3930,98133,1800000
1709,5,2.0,2920,98117,1359000
1710,4,2.0,1460,98116,787500
1711,4,1.5,2770,98119,850000
1712,2,2.0,1523,98121,1425000
1713,3,3.5,1690,98103,965000
1714,3,1.0,1170,98133,825000
1715,4,2.0,2370,98125,1125000
1716,1,1.0,712,98121,620000
1717,2,1.0,976,98106,475000
1718,2,2.0,1042,98102,610000
1719,2,2.0,1040,98102,685000
1720,1,1.0,722,98112,452100
1721,2,2.0,1367,98121,1350000
1722,1,1.0,733,98102,490000
1723,2,1.0,970,98116,480000
1724,3,2.0,1711,98125,675500
1725,2,1.0,860,98125,675000
1726,1,1.0,712,98109,385000
1727,1,1.0,704,98144,569000
1728,3,2.5,1790,98106,590000
1729,3,2.0,2140,98115,918000
1730,4,3.0,2040,98103,940000
1731,3,2.0,1894,98144,697000
1732,4,2.5,2750,98112,1680000
1733,4,3.5,2900,98107,1600000
1734,2,1.0,670,98106,490000
1735,4,2.5,2190,98136,1075000
1736,4,1.5,1810,98133,764000
1737,3,3.0,1440,98144,1050000
1738,3,2.0,2170,98178,560000
1739,2,2.0,993,98103,709600
1740,3,3.5,1450,98115,835000
1741,4,3.5,2336,98115,975000
1742,4,3.0,2320,98112,1472500
1743,3,2.0,1470,98106,600000
1744,1,1.0,672,98107,485000
1745,3,1.5,990,98122,775000
1746,4,3.0,2110,98115,1180000
1747,3,1.0,1670,98136,731000
1748,3,2.0,2060,98126,756110
1749,3,1.0,1920,98146,456000
1750,3,2.5,2910,98109,1975000
1751,2,1.5,912,98103,819980
1752,1,1.0,645,98126,305000
1753,2,2.5,1160,98103,850000
1754,3,1.0,2280,98116,1005000
1755,3,2.5,1515,98102,905000
1756,3,2.5,2600,98146,875000
1757,3,2.0,1000,98122,710000
1758,2,1.0,672,98168,373000
1759,2,2.0,1320,98119,860000
1760,3,2.0,2190,98106,840000
1761,1,2.0,1517,98105,1350000
1762,4,2.0,2160,98122,1400000
1763,4,1.0,2290,98103,905000
1764,3,1.0,1920,98117,725000
1765,3,3.0,1540,98115,800000
1766,2,2.0,983,98102,542500
1767,2,1.5,1670,98117,1025000
1768,2,2.0,880,98103,614500
1769,2,2.0,1526,98109,825000
1770,1,1.0,569,98104,435000
1771,4,3.0,2700,98199,1100000
1772,2,2.5,2282,98168,475000
1773,7,3.5,4530,98103,2950000
1774,1,1.0,698,98121,399999
1775,3,2.0,1590,98117,880000
1776,2,1.0,770,98116,460000
1777,3,2.0,2840,98199,1400000
1778,6,3.0,2350,98118,850000
1779,1,1.0,630,98104,335000
1780,1,1.0,482,98109,220000
1781,4,3.5,4350,98136,2000000
1782,1,3.0,1730,98118,750000
1783,1,1.0,761,98109,400000
1784,3,2.0,1684,98117,870000
1785,3,2.5,2040,98136,1200000
1786,2,2.0,1057,98105,599900
1787,3,2.0,2256,98119,1370000
1788,4,2.0,1900,98118,670000
1789,2,1.0,760,98115,775000
1790,2,1.0,780,98146,395000
1791,4,3.0,3020,98106,1499000
1792,1,2.5,2220,98103,1200000
1793,2,2.0,877,98115,415000
1794,4,2.0,1530,98118,645000
1795,2,1.0,850,98118,580000
1796,3,2.5,1860,98136,1050000
1797,2,2.0,980,98118,849950
1798,3,2.0,1470,98107,933500
1799,2,1.0,980,98144,598000
1800,2,2.0,1003,98121,875000
1801,3,1.0,996,98125,560000
1802,1,1.0,980,98106,485000
1803,4,1.5,2380,98117,937000
1804,2,2.0,2470,98102,1525000
1805,4,4.0,2120,98136,900000
1806,2,2.5,840,98115,720000
1807,4,5.0,1910,98177,800000
1808,2,1.0,1380,98106,640000
1809,4,5.0,2390,98117,1500000
1810,4,3.0,2840,98122,1399990
1811,2,1.0,875,98115,355000
1812,3,2.5,1813,98116,1275000
1813,3,3.5,2996,98115,2050000
1814,5,3.5,5020,98126,1550000
1815,3,2.0,1498,98122,935000
1816,2,1.0,711,98107,485000
1817,4,3.0,2740,98115,1220000
1818,3,2.0,1328,98103,920000
1819,2,2.0,1332,98199,845000
1820,3,2.0,2020,98117,840000
1821,1,1.0,916,98121,652500
1822,2,2.0,1546,98108,669000
1823,4,3.0,2970,98118,720000
1824,3,3.5,1615,98133,796000
1825,2,2.0,1170,98144,625000
1826,3,2.0,1350,98136,722500
1827,2,2.0,1143,98107,689900
1828,3,2.5,1220,98109,900000
1829,4,1.5,2100,98199,875000
1830,4,1.5,3200,98117,1290000
1831,1,2.0,1137,98119,930000
1832,3,2.0,2930,98146,775000
1833,2,1.0,808,98115,422500
1834,4,4.0,2550,98117,1550000
1835,2,2.0,789,98107,475000
1836,3,3.0,2546,98109,1810000
1837,2,1.0,680,98146,565000
1838,2,1.5,1000,98117,640000
1839,3,2.0,1676,98115,840000
1840,2,1.0,985,98121,790000
1841,1,1.0,750,98116,725000
1842,1,1.0,843,98125,370000
1843,4,2.0,3220,98177,2000000
1844,2,2.0,2340,98105,1398000
1845,1,1.0,543,98109,390000
1846,5,3.0,4040,98105,1650000
1847,2,1.0,990,98108,455000
1848,4,4.0,2850,98105,1755000
1849,4,2.5,1620,98126,849950
1850,1,1.0,514,98122,345000
1851,2,1.0,1240,98116,656500
1852,3,2.5,1620,98112,935000
1853,3,3.0,1608,98126,625000
1854,4,1.0,1530,98117,740000
1855,4,2.0,2270,98119,1335000
1856,1,1.0,908,98107,475000
1857,2,1.0,1180,98122,677000
1858,1,1.0,672,98107,464000
1859,3,1.5,998,98117,610000
1860,4,2.0,2220,98144,740000
1861,1,1.0,700,98119,405000
1862,7,6.0,7636,98103,2225000
1863,4,5.5,3530,98118,1550000
1864,3,2.0,1620,98117,675000
1865,4,3.0,1620,98117,950000
1866,2,2.0,1138,98126,515000
1867,1,1.0,669,98121,385000
1868,4,3.5,2600,98108,1060000
1869,3,2.0,1960,98115,900000
1870,2,2.0,950,98106,395000
1871,2,2.0,1410,98112,880000
1872,2,1.5,1022,98144,729000
1873,4,2.0,2840,98126,1175000
1874,1,1.0,712,98116,500000
1875,5,2.0,1920,98118,739000
1876,3,3.5,3880,98199,2500000
1877,3,2.0,1010,98106,650000
1878,6,4.0,3300,98103,1237500
1879,3,1.0,1070,98178,580000
1880,3,1.0,1270,98117,1050000
1881,3,2.0,1413,98103,1099970
1882,3,2.5,1820,98115,1030000
1883,2,2.0,1415,98125,469000
1884,3,3.0,2212,98109,1470000
1885,3,3.5,3290,98126,1400000
1886,2,2.0,1391,98115,672500
1887,2,2.0,1372,98125,649950
1888,2,1.5,960,98199,515000
1889,3,2.5,1890,98144,699000
1890,4,3.0,2230,98115,1150000
1891,1,1.5,952,98101,750000
1892,2,1.0,925,98103,535000
1893,4,2.0,1820,98117,760000
1894,8,4.5,3600,98105,1500000
1895,2,2.5,1305,98116,770000
1896,3,2.0,1840,98117,959630
1897,1,1.0,782,98101,519990
1898,2,2.5,1040,98117,705000
1899,2,2.0,1050,98103,480000
1900,2,2.0,1019,98119,813000
1901,4,2.5,3198,98103,1712000
1902,1,1.0,557,98105,222000
1903,2,2.5,950,98107,675000
1904,3,1.0,1050,98117,835000
1905,1,1.0,533,98126,300000
1906,3,1.0,860,98178,425000
1907,4,3.0,1890,98144,699000
1908,2,2.5,1138,98126,515000
1909,4,2.0,1830,98146,535000
1910,2,1.0,1980,98144,699950
1911,3,5.5,1730,98105,850000
1912,3,3.0,2462,98117,915000
1913,3,3.5,1300,98106,583000
1914,4,2.0,1550,98103,1325000
1915,3,3.5,1679,98126,689000
1916,3,1.0,1220,98116,680000
1917,3,1.5,1540,98178,535000
1918,3,2.0,1520,98116,916500
1919,3,1.0,1320,98168,529000
1920,2,1.0,1290,98103,640000
1921,3,2.5,1870,98117,890000
1922,3,3.5,1762,98102,1000000
1923,3,1.0,1240,98118,531000
1924,3,1.5,1307,98125,650000
1925,2,2.0,1167,98107,650000
1926,2,1.5,1070,98103,849950
1927,2,1.0,1820,98125,1037300
1928,3,2.0,1790,98115,900000
1929,5,3.5,3700,98119,2050000
1930,4,3.5,3340,98144,2100000
1931,4,2.5,2250,98106,924900
1932,3,2.0,1799,98103,940000
1933,1,1.0,584,98199,411000
1934,5,2.5,4639,98112,3350000
1935,3,1.0,1810,98178,512000
1936,1,1.0,907,98119,585000
1937,3,2.0,2120,98117,1345000
1938,1,1.0,616,98101,399900
1939,6,6.0,1780,98168,733500
1940,4,2.0,2630,98115,1350000
1941,5,3.0,3060,98116,950000
1942,3,2.0,2700,98178,734000
1943,5,4.0,2030,98144,670000
1944,3,2.5,1620,98122,770000
1945,5,4.5,5704,98119,4000000
1946,2,1.0,700,98117,800000
1947,2,3.0,1260,98117,770000
1948,4,2.0,1770,98115,1425000
1949,4,2.5,1812,98136,825000
1950,1,1.0,648,98121,395000
1951,2,2.0,840,98144,725000
1952,3,2.0,2100,98136,845000
1953,5,3.0,2550,98125,1450000
1954,1,1.0,774,98146,265000
1955,2,2.5,1736,98122,970000
1956,3,2.5,2198,98144,1675000
1957,2,1.0,770,98125,620000
1958,2,2.0,1150,98107,725000
1959,3,2.0,2330,98103,1098000
1960,5,4.5,4693,98122,2650000
1961,3,3.0,1790,98125,755000
1962,4,3.5,2960,98103,1700000
1963,1,1.0,591,98119,434000
1964,2,2.0,1391,98109,860000
1965,3,2.0,1160,98178,566000
1966,1,1.0,720,98126,365000
1967,1,1.0,701,98115,325000
1968,4,2.0,2570,98103,1495000
1969,3,2.0,1611,98107,915000
1970,4,2.5,2474,98115,1725000
1971,3,2.0,1300,98144,778000
1972,2,2.5,840,98144,620000
1973,2,2.0,1100,98107,749000
1974,3,2.5,2730,98122,1199000
1975,2,2.0,1004,98125,325000
1976,3,3.0,1650,98103,950000
1977,3,3.0,1650,98103,974999
1978,4,1.0,1850,98118,600000
1979,5,3.5,4050,98119,2895000
1980,1,1.0,865,98112,712500
1981,2,2.0,1252,98121,1349000
1982,3,3.0,1790,98109,1325000
1983,5,3.0,2020,98119,899000
1984,3,1.5,1280,98144,750000
1985,4,2.0,1630,98116,942000
1986,3,3.5,1460,98117,740000
1987,3,2.0,1210,98103,875000
1988,4,2.0,2080,98116,1098000
1989,4,2.0,3542,98144,1150000
1990,3,1.5,2200,98117,860000
1991,1,1.0,603,98133,400000
1992,2,2.0,1456,98199,575000
1993,2,2.5,1169,98117,615000
1994,2,1.0,1770,98103,926000
1995,4,2.0,1641,98118,538800
1996,1,1.0,600,98122,310000
1997,2,1.5,860,98122,734950
1998,4,3.5,4990,98112,4815000
1999,3,2.0,1749,98125,699950
2000,3,4.0,1580,98144,825000
2001,3,2.5,2340,98177,1900000
2002,6,3.0,2440,98144,925000
2003,1,1.0,705,98103,490000
2004,2,2.0,1227,98115,715000
2005,5,4.0,2734,98115,1300000
2006,2,2.0,839,98125,385000
2007,3,1.0,1120,98178,708000
2008,3,2.0,1482,98117,919000
2009,3,3.5,1680,98126,675000
2010,2,2.0,1400,98199,699950
2011,3,2.0,1370,98112,910000
2012,1,1.0,889,98121,550000
2013,4,2.0,2140,98199,1150000
2014,2,2.0,795,98103,590000
2015,3,2.0,1710,98133,659000
